date,image_id,orbit_pass,vv_mean,vh_mean,vv_vh_ratio_mean,latitude,longitude,buffer_m
2025-06-21,S1A_IW_GRDH_1SDV_20250621T004021_20250621T004046_059737_076B17_1366,DESCENDING,-8.18679968759435,-16.796074367715363,8.609274680121013,13.294219,78.624294,500
2025-06-28,S1A_IW_GRDH_1SDV_20250628T003149_20250628T003214_059839_076E9A_421E,DESCENDING,-12.40371174611788,-19.33954408848182,6.935832342363939,13.294219,78.624294,500
2025-07-03,S1A_IW_GRDH_1SDV_20250703T004020_20250703T004045_059912_077130_77EE,DESCENDING,-9.998384913156716,-18.21787601417129,8.219491101014572,13.294219,78.624294,500
2025-07-10,S1A_IW_GRDH_1SDV_20250710T003149_20250710T003214_060014_0774AA_A108,DESCENDING,-12.854874984254474,-19.5264394676837,6.671564483429227,13.294219,78.624294,500
2025-07-15,S1A_IW_GRDH_1SDV_20250715T004020_20250715T004045_060087_077733_57C5,DESCENDING,-10.20687088469169,-18.28985743358559,8.0829865488939,13.294219,78.624294,500
2025-07-22,S1A_IW_GRDH_1SDV_20250722T003148_20250722T003213_060189_077AAD_7B7D,DESCENDING,-11.204233842545936,-17.928358952817895,6.7241251102719595,13.294219,78.624294,500
2025-07-27,S1A_IW_GRDH_1SDV_20250727T004019_20250727T004044_060262_077D37_9221,DESCENDING,-9.978982157456935,-17.312726333980105,7.333744176523171,13.294219,78.624294,500
2025-08-03,S1A_IW_GRDH_1SDV_20250803T003210_20250803T003235_060364_0780B1_46FB,DESCENDING,-11.955898470821781,-18.4651998002201,6.509301329398317,13.294219,78.624294,500
2025-08-08,S1A_IW_GRDH_1SDV_20250808T004019_20250808T004044_060437_07835D_7BE0,DESCENDING,-8.97396512123766,-16.090814277115435,7.116849155877775,13.294219,78.624294,500
2025-08-15,S1A_IW_GRDH_1SDV_20250815T003148_20250815T003213_060539_078759_5BCD,DESCENDING,-10.965910885389292,-17.23351717553613,6.267606290146837,13.294219,78.624294,500
2025-08-20,S1A_IW_GRDH_1SDV_20250820T004019_20250820T004044_060612_078A40_316E,DESCENDING,-9.590954977709284,-16.635893796217168,7.044938818507884,13.294219,78.624294,500
2025-08-27,S1A_IW_GRDH_1SDV_20250827T003148_20250827T003213_060714_078E3E_21B0,DESCENDING,-11.37074573217565,-17.694043319915263,6.323297587739614,13.294219,78.624294,500
2025-09-01,S1A_IW_GRDH_1SDV_20250901T004019_20250901T004044_060787_079123_DF31,DESCENDING,-9.923060891682718,-17.0407498232601,7.117688931577382,13.294219,78.624294,500
2025-09-08,S1A_IW_GRDH_1SDV_20250908T003148_20250908T003213_060889_079532_2659,DESCENDING,-11.18870727568408,-17.558455096605172,6.369747820921091,13.294219,78.624294,500
2025-09-13,S1A_IW_GRDH_1SDV_20250913T004020_20250913T004045_060962_079823_4400,DESCENDING,-9.602083096419186,-16.54112131143814,6.939038215018954,13.294219,78.624294,500
2025-09-20,S1A_IW_GRDH_1SDV_20250920T003149_20250920T003214_061064_079C34_A4D8,DESCENDING,-10.00966048399477,-16.22654340395034,6.216882919955571,13.294219,78.624294,500
2025-09-25,S1A_IW_GRDH_1SDV_20250925T004020_20250925T004045_061137_079F2B_704A,DESCENDING,-9.889718881458977,-16.63919988893512,6.7494810074761435,13.294219,78.624294,500
2025-10-07,S1A_IW_GRDH_1SDV_20251007T004020_20251007T004045_061312_07A638_6982,DESCENDING,-9.06238347220478,-15.580716717246947,6.518333245042166,13.294219,78.624294,500
2025-10-14,S1A_IW_GRDH_1SDV_20251014T003149_20251014T003214_061414_07AA51_1574,DESCENDING,-10.690748665346646,-16.847619694335823,6.156871028989176,13.294219,78.624294,500
2025-10-19,S1A_IW_GRDH_1SDV_20251019T004020_20251019T004045_061487_07AD3D_1A4B,DESCENDING,-8.779219794453597,-15.068040849571453,6.288821055117856,13.294219,78.624294,500
2025-10-26,S1A_IW_GRDH_1SDV_20251026T003149_20251026T003214_061589_07B157_EB6F,DESCENDING,-10.170949378636704,-16.108219392135233,5.937270013498528,13.294219,78.624294,500
2025-10-31,S1A_IW_GRDH_1SDV_20251031T004020_20251031T004045_061662_07B44B_F41F,DESCENDING,-9.441872496966225,-15.91385330580017,6.471980808833946,13.294219,78.624294,500
2025-11-01,S1C_IW_GRDH_1SDV_20251101T003041_20251101T003117_004813_009827_8A07,DESCENDING,-10.582881230160977,-16.32638311754299,5.743501887382012,13.294219,78.624294,500
2025-11-07,S1A_IW_GRDH_1SDV_20251107T003148_20251107T003213_061764_07B83B_05A4,DESCENDING,-10.019812352231975,-15.748884517031986,5.7290721648000105,13.294219,78.624294,500
2025-11-12,S1A_IW_GRDH_1SDV_20251112T004019_20251112T004044_061837_07BB0E_2B5E,DESCENDING,-9.591477988713825,-15.895103302866646,6.303625314152821,13.294219,78.624294,500
2025-11-19,S1A_IW_GRDH_1SDV_20251119T003148_20251119T003213_061939_07BF0A_4A3A,DESCENDING,-9.929558453463605,-15.918324966945718,5.988766513482114,13.294219,78.624294,500
2025-11-24,S1A_IW_GRDH_1SDV_20251124T004019_20251124T004044_062012_07C1E3_30FA,DESCENDING,-8.719737510333182,-15.24206227235135,6.522324762018167,13.294219,78.624294,500
2025-12-01,S1A_IW_GRDH_1SDV_20251201T003147_20251201T003212_062114_07C5D9_9FBB,DESCENDING,-10.155535684752827,-15.988265900975017,5.83273021622219,13.294219,78.624294,500
2025-12-06,S1A_IW_GRDH_1SDV_20251206T004017_20251206T004042_062187_07C8B6_564C,DESCENDING,-9.445895084393726,-16.286683899669494,6.8407888152757685,13.294219,78.624294,500
2025-12-13,S1A_IW_GRDH_1SDV_20251213T003146_20251213T003211_062289_07CCAF_184B,DESCENDING,-10.898549296890435,-17.35183665624609,6.453287359355654,13.294219,78.624294,500
2025-12-18,S1A_IW_GRDH_1SDV_20251218T004016_20251218T004041_062362_07CF8B_E806,DESCENDING,-10.1131746426817,-16.91649255238771,6.803317909706008,13.294219,78.624294,500
2025-12-25,S1A_IW_GRDH_1SDV_20251225T003144_20251225T003209_062464_07D377_5F05,DESCENDING,-11.399850732545497,-17.734338776753898,6.334488044208401,13.294219,78.624294,500
2025-12-30,S1A_IW_GRDH_1SDV_20251230T004015_20251230T004040_062537_07D652_FE01,DESCENDING,-10.496133747142888,-17.587391625536156,7.091257878393268,13.294219,78.624294,500
2026-01-06,S1A_IW_GRDH_1SDV_20260106T003143_20260106T003208_062639_07DA3D_F3EF,DESCENDING,-11.848042576358312,-18.07686876290446,6.228826186546149,13.294219,78.624294,500
2026-01-11,S1A_IW_GRDH_1SDV_20260111T004014_20260111T004039_062712_07DD09_2BF8,DESCENDING,-10.815953275678924,-18.002605947505742,7.186652671826819,13.294219,78.624294,500
2026-01-18,S1A_IW_GRDH_1SDV_20260118T003142_20260118T003207_062814_07E0F8_0AF7,DESCENDING,-12.22371289240131,-18.661098088602515,6.437385196201205,13.294219,78.624294,500
2026-01-23,S1A_IW_GRDH_1SDV_20260123T004012_20260123T004037_062887_07E369_E891,DESCENDING,-11.134966511402194,-18.326513512627677,7.191547001225484,13.294219,78.624294,500
2026-01-30,S1A_IW_GRDH_1SDV_20260130T003141_20260130T003206_062989_07E743_F2BF,DESCENDING,-12.139964125265868,-18.801293186461486,6.661329061195618,13.294219,78.624294,500
2026-02-04,S1A_IW_GRDH_1SDV_20260204T004012_20260204T004037_063062_07EA02_B6F5,DESCENDING,-11.6227347236509,-18.924156086146425,7.301421362495525,13.294219,78.624294,500
2026-02-11,S1A_IW_GRDH_1SDV_20260211T003141_20260211T003206_063164_07EDCA_D8D2,DESCENDING,-12.665069496508236,-19.37209774776301,6.7070282512547745,13.294219,78.624294,500
2026-02-16,S1A_IW_GRDH_1SDV_20260216T004011_20260216T004036_063237_07F089_BAFA,DESCENDING,-11.78718053396733,-19.539749419144567,7.7525688851772365,13.294219,78.624294,500
2026-02-23,S1A_IW_GRDH_1SDV_20260223T003140_20260223T003205_063339_07F469_9FBC,DESCENDING,-12.385148876846443,-19.38654351234437,7.0013946354979275,13.294219,78.624294,500
2026-02-28,S1A_IW_GRDH_1SDV_20260228T004011_20260228T004036_063412_07F73D_C673,DESCENDING,-11.667742694208334,-19.639660576921628,7.971917882713294,13.294219,78.624294,500
2026-03-07,S1A_IW_GRDH_1SDV_20260307T003140_20260307T003205_063514_07FB10_011C,DESCENDING,-12.909944748639733,-20.04633202831408,7.136387279674347,13.294219,78.624294,500
2026-03-12,S1A_IW_GRDH_1SDV_20260312T004011_20260312T004036_063587_07FDDE_9DD7,DESCENDING,-11.718380156214572,-19.496570892081696,7.778190735867124,13.294219,78.624294,500
2026-03-19,S1A_IW_GRDH_1SDV_20260319T003140_20260319T003205_063689_08019B_37A9,DESCENDING,-11.538247735455425,-18.236252951858443,6.698005216403018,13.294219,78.624294,500
2026-03-24,S1A_IW_GRDH_1SDV_20260324T004011_20260324T004036_063762_080463_8E2C,DESCENDING,-12.050365092095085,-19.811795265054464,7.761430172959379,13.294219,78.624294,500
2026-03-31,S1A_IW_GRDH_1SDV_20260331T003140_20260331T003205_063864_08081C_F994,DESCENDING,-13.099111086185147,-20.102973904462537,7.0038628182773905,13.294219,78.624294,500
2026-04-12,S1A_IW_GRDH_1SDV_20260412T003140_20260412T003205_064039_080EAE_5ACD,DESCENDING,-13.529600300439018,-20.56576825625857,7.0361679558195505,13.294219,78.624294,500
2026-04-17,S1A_IW_GRDH_1SDV_20260417T004011_20260417T004036_064112_08117A_C144,DESCENDING,-11.967591955164647,-20.34683040171381,8.379238446549163,13.294219,78.624294,500
2026-04-24,S1A_IW_GRDH_1SDV_20260424T003140_20260424T003205_064214_081536_1AEA,DESCENDING,-13.326689493446315,-20.883258687419808,7.556569193973493,13.294219,78.624294,500
2026-04-29,S1A_IW_GRDH_1SDV_20260429T004011_20260429T004036_064287_0817FF_ED65,DESCENDING,-11.94713225366389,-20.322580006562394,8.375447752898504,13.294219,78.624294,500
2026-05-06,S1A_IW_GRDH_1SDV_20260506T003140_20260506T003205_064389_081BB2_DDC9,DESCENDING,-12.548209127914424,-19.92211757203977,7.373908444125346,13.294219,78.624294,500
2026-05-11,S1A_IW_GRDH_1SDV_20260511T004011_20260511T004036_064462_081E60_A00B,DESCENDING,-11.136760332190102,-19.367613436809133,8.230853104619031,13.294219,78.624294,500
2026-05-18,S1A_IW_GRDH_1SDV_20260518T003140_20260518T003205_064564_0821E0_C6D3,DESCENDING,-11.535537394289534,-18.59667382549331,7.061136431203774,13.294219,78.624294,500
2026-05-23,S1A_IW_GRDH_1SDV_20260523T004010_20260523T004035_064637_082477_C856,DESCENDING,-11.358650260344081,-19.409923381589433,8.051273121245352,13.294219,78.624294,500
2026-05-30,S1A_IW_GRDH_1SDV_20260530T003139_20260530T003204_064739_082803_628C,DESCENDING,-12.608629467318607,-19.950373630734084,7.341744163415477,13.294219,78.624294,500
2026-06-04,S1A_IW_GRDH_1SDV_20260604T004010_20260604T004035_064812_082A9E_08DD,DESCENDING,-11.5006542499054,-19.796802343913534,8.296148094008133,13.294219,78.624294,500
2026-06-11,S1A_IW_GRDH_1SDV_20260611T003138_20260611T003203_064914_082E21_FABB,DESCENDING,-13.198326877918767,-20.32509508295314,7.126768205034374,13.294219,78.624294,500
2026-06-16,S1A_IW_GRDH_1SDV_20260616T004009_20260616T004034_064987_0830B0_50E1,DESCENDING,-11.42853322635872,-19.91516645615747,8.486633229798748,13.294219,78.624294,500
2026-06-23,S1A_IW_GRDH_1SDV_20260623T003138_20260623T003203_065089_083448_A7F8,DESCENDING,-12.720000095433251,-20.069080009302873,7.3490799138696214,13.294219,78.624294,500
2026-06-28,S1A_IW_GRDH_1SDV_20260628T004008_20260628T004033_065162_0836D9_C3FD,DESCENDING,-11.731554089394441,-20.273247576094015,8.541693486699574,13.294219,78.624294,500
2026-06-30,S1D_IW_GRDH_1SDV_20260630T003057_20260630T003122_003458_0061B5_0118,DESCENDING,-13.515204670676656,-20.770666363215906,7.255461692539249,13.294219,78.624294,500
2026-07-12,S1D_IW_GRDH_1SDV_20260712T003058_20260712T003123_003633_00679E_5204,DESCENDING,-13.632330021301623,-21.07050685765478,7.438176836353158,13.294219,78.624294,500
2026-07-17,S1D_IW_GRDH_1SDV_20260717T003905_20260717T003930_003706_006A22_B7CE,DESCENDING,-12.129643012206989,-20.766948121169925,8.637305108962936,13.294219,78.624294,500
2026-07-24,S1D_IW_GRDH_1SDV_20260724T003059_20260724T003124_003808_006DA0_BF61,DESCENDING,-13.57671528961281,-21.1200494559063,7.543334166293491,13.294219,78.624294,500
2026-07-29,S1D_IW_GRDH_1SDV_20260729T003905_20260729T003930_003881_00701D_42AF,DESCENDING,-11.521418800670322,-20.309565438512898,8.788146637842576,13.294219,78.624294,500
2026-08-05,S1D_IW_GRDH_1SDV_20260805T003059_20260805T003124_003983_0073B9_FE8B,DESCENDING,-13.666661011532375,-20.938209602981395,7.2715485914490205,13.294219,78.624294,500
2026-08-10,S1D_IW_GRDH_1SDV_20260810T003906_20260810T003931_004056_007638_F7DA,DESCENDING,-12.26310978173698,-21.14367403262668,8.880564250889702,13.294219,78.624294,500
2026-08-17,S1D_IW_GRDH_1SDV_20260817T003100_20260817T003125_004158_0079BF_5911,DESCENDING,-13.51487592930981,-20.974353658006905,7.459477728697095,13.294219,78.624294,500
